,color,next_play,balance,bet_amount
54,black,black,175240,20
55,black,black,175260,10
56,red,red,175250,20
57,black,black,175230,40
58,black,black,175270,10
59,black,black,175280,10
60,black,black,175290,10
61,red,red,175280,20
62,black,black,175260,40
63,black,black,175300,10
64,red,red,175290,20
65,red,red,175310,10
66,red,red,175320,10
67,black,black,175310,20
68,black,black,175330,10
69,red,red,175320,20
70,red,red,175340,10
71,black,black,175330,20
72,black,black,175350,10
73,red,red,175340,20
74,black,black,175320,40
75,red,red,175280,80
76,black,black,175200,160
77,black,black,175360,10
78,red,red,175350,20
79,black,black,175330,40
80,red,red,175290,80
81,black,black,175210,160
82,black,black,175370,10
83,black,black,175380,10
84,red,red,175370,20
85,red,red,175390,10
86,red,red,175400,10
87,red,red,175410,10
88,black,black,175400,20
89,black,black,175420,10
90,red,red,175410,20
91,red,red,175430,10
92,black,black,175420,20
93,red,red,175400,40
94,red,red,175440,10
95,red,red,175450,10
96,black,black,175440,20
97,black,black,175460,10
98,red,red,175450,20
99,black,black,175430,40
100,red,red,175390,80
101,black,black,175310,160
102,red,red,175150,320
103,black,black,174830,640
104,black,black,175470,10
105,red,red,175460,20
106,black,black,175440,40
107,black,black,175480,10
108,red,red,175470,20
109,black,black,175450,40
110,black,black,175490,10
111,black,black,175500,10
112,black,black,175510,10
113,black,black,175520,10
114,red,red,175510,20
115,red,red,175530,10
116,red,red,175540,10
117,black,black,175530,20
118,red,red,175510,40
119,red,red,175550,10
120,black,black,175540,20
121,black,black,175560,10
122,red,red,175550,20
123,red,red,175570,10
124,red,red,175580,10
125,black,black,175570,20
126,red,red,175550,40
127,black,black,175510,80
128,red,red,175430,160
129,black,black,175270,320
130,red,red,174950,640
131,red,red,175590,10
132,red,red,175600,10
133,red,red,175610,10
134,red,red,175620,10
135,red,red,175630,10
136,red,red,175640,10
137,red,red,175650,10
138,black,black,175640,20
139,black,black,175660,10
140,red,red,175650,20
141,red,red,175670,10
142,red,red,175680,10
143,red,red,175690,10
144,black,black,175680,20
145,black,black,175700,10
146,black,black,175710,10
147,black,black,175720,10
148,red,red,175710,20
149,black,black,175690,40
150,red,red,175650,80
151,black,black,175570,160
152,black,black,175730,10
153,black,black,175740,10
154,red,red,175730,20
155,black,black,175710,40
156,red,red,175670,80
157,red,red,175750,10
158,red,red,175760,10
159,red,red,175770,10
160,green,none,175760,20
161,black,black,175760,20
162,black,black,175780,10
163,red,red,175770,20
164,red,red,175790,10
165,black,black,175780,20
166,red,red,175760,40
167,black,black,175720,80
168,green,none,175640,160
169,black,black,175640,160
170,red,red,175480,320
171,black,black,175160,640
172,black,black,175800,10
173,red,red,175790,20
174,black,black,175770,40
175,red,red,175730,80
176,black,black,175650,160
177,red,red,175490,320
178,black,black,175170,640
179,red,red,174530,1280
180,red,red,175810,10
181,red,red,175820,10
182,red,red,175830,10
183,black,black,175820,20
184,red,red,175800,40
185,black,black,175760,80
186,green,none,175680,160
187,black,black,175680,160
188,red,red,175520,320
189,black,black,175200,640
190,black,black,175840,10
191,red,red,175830,20
192,red,red,175850,10
193,black,black,175840,20
194,black,black,175860,10
195,black,black,175870,10
196,black,black,175880,10
197,black,black,175890,10
198,black,black,175900,10
199,black,black,175910,10
200,black,black,175920,10
201,red,red,175910,20
202,red,red,175930,10
203,green,none,175920,20
204,red,red,175920,20
205,black,black,175900,40
206,black,black,175940,10
207,red,red,175930,20
208,red,red,175950,10
209,black,black,175940,20
210,black,black,175960,10
211,red,red,175950,20
212,red,red,175970,10
213,black,black,175960,20
214,red,red,175940,40
215,black,black,175900,80
216,black,black,175980,10
217,red,red,175970,20
218,red,red,175990,10
219,red,red,176000,10
220,red,red,176010,10
221,red,red,176020,10
222,black,black,176010,20
223,red,red,175990,40
224,black,black,175950,80
225,black,black,176030,10
226,black,black,176040,10
227,red,red,176030,20
228,red,red,176050,10
229,black,black,176040,20
230,red,red,176020,40
231,red,red,176060,10
232,black,black,176050,20
233,black,black,176070,10
234,red,red,176060,20
235,black,black,176040,40
236,black,black,176080,10
237,red,red,176070,20
238,red,red,176090,10
239,red,red,176100,10
240,black,black,176090,20
241,black,black,176110,10
242,red,red,176100,20
243,black,black,176080,40
244,red,red,176040,80
245,black,black,175960,160
246,red,red,175800,320
247,red,red,176120,10
248,black,black,176110,20
249,black,black,176130,10
250,black,black,176140,10
251,black,black,176150,10
252,red,red,176140,20
253,red,red,176160,10
254,red,red,176170,10
255,black,black,176160,20
256,red,red,176140,40
257,red,red,176180,10
258,red,red,176190,10
259,red,red,176200,10
260,black,black,176190,20
261,red,red,176170,40
262,black,black,176130,80
263,red,red,176050,160
264,red,red,176210,10
265,black,black,176200,20
266,red,red,176180,40
267,black,black,176140,80
268,black,black,176220,10
269,red,red,176210,20
270,red,red,176230,10
271,black,black,176220,20
272,black,black,176240,10
273,red,red,176230,20
274,red,red,176250,10
275,red,red,176260,10
276,red,red,176270,10
277,green,none,176260,20
278,black,black,176260,20
279,red,red,176240,40
280,red,red,176280,10
281,red,red,176290,10
282,black,black,176280,20
283,red,red,176260,40
284,red,red,176300,10
285,red,red,176310,10
286,green,none,176300,20
287,red,red,176300,20
288,red,red,176320,10
289,red,red,176330,10
290,black,black,176320,20
291,red,red,176300,40
292,red,red,176340,10
293,red,red,176350,10
294,red,red,176360,10
295,black,black,176350,20
296,red,red,176330,40
297,red,red,176370,10
298,black,black,176360,20
299,red,red,176340,40
300,black,black,176300,80
301,black,black,176380,10
302,red,red,176370,20
303,red,red,176390,10
304,red,red,176400,10
305,black,black,176390,20
306,black,black,176410,10
307,black,black,176420,10
308,black,black,176430,10
309,red,red,176420,20
310,black,black,176400,40
311,black,black,176440,10
312,black,black,176450,10
313,black,black,176460,10
314,black,black,176470,10
315,red,red,176460,20
316,black,black,176440,40
317,black,black,176480,10
318,red,red,176470,20
319,black,black,176450,40
320,black,black,176490,10
321,black,black,176500,10
322,red,red,176490,20
323,black,black,176470,40
324,red,red,176430,80
325,red,red,176510,10
326,red,red,176520,10
327,black,black,176510,20
328,red,red,176490,40
329,black,black,176450,80
330,red,red,176370,160
331,black,black,176210,320
332,red,red,175890,640
333,red,red,176530,10
334,red,red,176540,10
335,red,red,176550,10
336,black,black,176540,20
337,black,black,176560,10
338,red,red,176550,20
339,black,black,176530,40
340,black,black,176570,10
341,red,red,176560,20
342,red,red,176580,10
343,red,red,176590,10
344,red,red,176600,10
345,red,red,176610,10
346,black,black,176600,20
347,red,red,176580,40
348,black,black,176540,80
349,red,red,176460,160
350,red,red,176620,10
351,red,red,176630,10
352,black,black,176620,20
353,red,red,176600,40
354,black,black,176560,80
355,red,red,176480,160
356,red,red,176640,10
357,black,black,176630,20
358,black,black,176650,10
359,red,red,176640,20
360,red,red,176660,10
361,red,red,176670,10
362,red,red,176680,10
363,black,black,176670,20
364,red,red,176650,40
365,black,black,176610,80
366,black,black,176690,10
367,red,red,176680,20
368,red,red,176700,10
369,black,black,176690,20
370,red,red,176670,40
371,red,red,176710,10
372,red,red,176720,10
373,black,black,176710,20
374,black,black,176730,10
375,red,red,176720,20
376,black,black,176700,40
377,red,red,176660,80
378,red,red,176740,10
379,red,red,176750,10
380,black,black,176740,20
381,black,black,176760,10
382,black,black,176770,10
383,black,black,176780,10
384,black,black,176790,10
385,black,black,176800,10
386,red,red,176790,20
387,black,black,176770,40
388,black,black,176810,10
389,red,red,176800,20
390,red,red,176820,10
391,black,black,176810,20
392,black,black,176830,10
393,red,red,176820,20
394,black,black,176800,40
395,red,red,176760,80
396,black,black,176680,160
397,black,black,176840,10
398,black,black,176850,10
399,black,black,176860,10
400,red,red,176850,20
401,black,black,176830,40
402,red,red,176790,80
403,black,black,176710,160
404,black,black,176870,10
405,black,black,176880,10
406,black,black,176890,10
407,black,black,176900,10
408,red,red,176890,20
409,black,black,176870,40
410,black,black,176910,10
411,red,red,176900,20
412,red,red,176920,10
413,red,red,176930,10
414,red,red,176940,10
415,red,red,176950,10
416,black,black,176940,20
417,black,black,176960,10
418,red,red,176950,20
419,red,red,176970,10
420,red,red,176980,10
421,black,black,176970,20
422,black,black,176990,10
423,black,black,177000,10
424,black,black,177010,10
425,red,red,177000,20
426,red,red,177020,10
427,black,black,177010,20
428,red,red,176990,40
429,red,red,177030,10
430,black,black,177020,20
431,red,red,177000,40
432,black,black,176960,80
433,black,black,177040,10
434,red,red,177030,20
435,red,red,177050,10
436,red,red,177060,10
437,red,red,177070,10
438,black,black,177060,20
439,red,red,177040,40
440,black,black,177000,80
441,black,black,177080,10
442,red,red,177070,20
443,red,red,177090,10
444,green,none,177080,20
445,black,black,177080,20
446,black,black,177100,10
447,red,red,177090,20
448,black,black,177070,40
449,green,none,177030,80
450,red,red,177030,80
451,black,black,176950,160
452,red,red,176790,320
453,red,red,177110,10
454,black,black,177100,20
455,black,black,177120,10
456,green,none,177110,20
457,black,black,177110,20
458,black,black,177130,10
459,black,black,177140,10
460,black,black,177150,10
461,red,red,177140,20
462,black,black,177120,40
463,red,red,177080,80
464,black,black,177000,160
465,red,red,176840,320
466,black,black,176520,640
467,red,red,175880,1280
468,black,black,174600,2560
469,green,none,172040,5120
470,black,black,172040,5120
471,black,black,177160,10
472,black,black,177170,10
473,black,black,177180,10
474,red,red,177170,20
475,red,red,177190,10
476,red,red,177200,10
477,green,none,177190,20
478,green,red,177190,20
479,black,black,177190,20
480,black,black,177210,10
481,red,red,177200,20
482,red,red,177220,10
483,black,black,177210,20
484,red,red,177190,40
485,black,black,177150,80
486,red,red,177070,160
487,red,red,177230,10
488,red,red,177240,10
489,red,red,177250,10
490,red,red,177260,10
491,black,black,177250,20
492,black,black,177270,10
493,red,red,177260,20
494,red,red,177280,10
495,red,red,177290,10
496,black,black,177280,20
497,black,black,177300,10
498,black,black,177310,10
499,red,red,177300,20
500,black,black,177280,40
501,black,black,177320,10
502,black,black,177330,10
503,red,red,177320,20
504,black,black,177300,40
505,red,red,177260,80
506,black,black,177180,160
507,black,black,177340,10
508,black,black,177350,10
509,red,red,177340,20
510,red,red,177360,10
511,red,red,177370,10
512,black,black,177360,20
513,black,black,177380,10
514,red,red,177370,20
515,red,red,177390,10
516,black,black,177380,20
517,black,black,177400,10
518,black,black,177410,10
519,black,black,177420,10
520,red,red,177410,20
521,red,red,177430,10
522,black,black,177420,20
523,red,red,177400,40
524,black,black,177360,80
525,black,black,177440,10
526,red,red,177430,20
527,black,black,177410,40
528,red,red,177370,80
529,red,red,177450,10
530,black,black,177440,20
531,red,red,177420,40
532,black,black,177380,80
533,black,black,177460,10
534,black,black,177470,10
535,black,black,177480,10
536,red,red,177470,20
537,black,black,177450,40
538,black,black,177490,10
539,red,red,177480,20
540,black,black,177460,40
541,red,red,177420,80
542,black,black,177340,160
543,red,red,177180,320
544,black,black,176860,640
545,black,black,177500,10
546,red,red,177490,20
547,red,red,177510,10
548,black,black,177500,20
549,black,black,177520,10
550,red,red,177510,20
551,black,black,177490,40
552,red,red,177450,80
553,black,black,177370,160
554,black,black,177530,10
555,black,black,177540,10
556,black,black,177550,10
557,black,black,177560,10
558,black,black,177570,10
559,red,red,177560,20
560,black,black,177540,40
561,red,red,177500,80
562,black,black,177420,160
563,black,black,177580,10
564,red,red,177570,20
565,red,red,177590,10
566,black,black,177580,20
567,black,black,177600,10
568,black,black,177610,10
569,red,red,177600,20
570,green,none,177580,40
571,black,black,177580,40
572,black,black,177620,10
573,red,red,177610,20
574,red,red,177630,10
575,red,red,177640,10
576,black,black,177630,20
577,red,red,177610,40
578,black,black,177570,80
579,black,black,177650,10
580,red,red,177640,20
581,black,black,177620,40
582,black,black,177660,10
583,black,black,177670,10
584,red,red,177660,20
585,red,red,177680,10
586,red,red,177690,10
587,red,red,177700,10
588,black,black,177690,20
589,black,black,177710,10
590,black,black,177720,10
591,black,black,177730,10
592,black,black,177740,10
593,red,red,177730,20
594,red,red,177750,10
595,black,black,177740,20
596,red,red,177720,40
597,black,black,177680,80
598,red,red,177600,160
599,red,red,177760,10
600,black,black,177750,20
601,green,none,177730,40
602,red,red,177730,40
603,black,black,177690,80
604,black,black,177770,10
605,red,red,177760,20
606,black,black,177740,40
607,red,red,177700,80
608,red,red,177780,10
609,black,black,177770,20
610,red,red,177750,40
611,red,red,177790,10
612,black,black,177780,20
613,black,black,177800,10
614,black,black,177810,10
615,black,black,177820,10
616,black,black,177830,10
617,black,black,177840,10
618,red,red,177830,20
619,black,black,177810,40
620,red,red,177770,80
621,red,red,177850,10
622,red,red,177860,10
623,black,black,177850,20
624,green,none,177830,40
625,black,black,177830,40
626,black,black,177870,10
627,red,red,177860,20
628,red,red,177880,10
629,black,black,177870,20
630,green,none,177850,40
631,black,black,177850,40
632,black,black,177890,10
633,black,black,177900,10
634,red,red,177890,20
635,black,black,177870,40
636,black,black,177910,10
637,black,black,177920,10
638,red,red,177910,20
639,black,black,177890,40
640,red,red,177850,80
641,black,black,177770,160
642,red,red,177610,320
643,black,black,177290,640
644,black,black,177930,10
645,red,red,177920,20
646,red,red,177940,10
647,black,black,177930,20
648,black,black,177950,10
649,black,black,177960,10
650,black,black,177970,10
651,green,none,177960,20
652,black,black,177960,20
653,red,red,177940,40
654,black,black,177900,80
655,black,black,177980,10
656,red,red,177970,20
657,red,red,177990,10
658,black,black,177980,20
659,red,red,177960,40
660,black,black,177920,80
661,red,red,177840,160
662,red,red,178000,10
663,red,red,178010,10
664,black,black,178000,20
665,black,black,178020,10
666,black,black,178030,10
667,red,red,178020,20
668,green,none,178000,40
669,red,red,178000,40
670,red,red,178040,10
671,red,red,178050,10
672,red,red,178060,10
673,red,red,178070,10
674,red,red,178080,10
675,red,red,178090,10
676,red,red,178100,10
677,red,red,178110,10
678,black,black,178100,20
679,green,none,178080,40
680,black,black,178080,40
681,black,black,178120,10
682,red,red,178110,20
683,red,red,178130,10
684,red,red,178140,10
685,black,black,178130,20
686,black,black,178150,10
687,black,black,178160,10
688,black,black,178170,10
689,black,black,178180,10
690,black,black,178190,10
691,black,black,178200,10
692,red,red,178190,20
693,black,black,178170,40
694,red,red,178130,80
695,red,red,178210,10
696,black,black,178200,20
697,red,red,178180,40
698,black,black,178140,80
699,black,black,178220,10
700,red,red,178210,20
701,red,red,178230,10
702,black,black,178220,20
703,black,black,178240,10
704,red,red,178230,20
705,black,black,178210,40
706,black,black,178250,10
707,black,black,178260,10
708,black,black,178270,10
709,red,red,178260,20
710,red,red,178280,10
711,red,red,178290,10
712,red,red,178300,10
713,black,black,178290,20
714,black,black,178310,10
715,red,red,178300,20
716,red,red,178320,10
717,black,black,178310,20
718,red,red,178290,40
719,black,black,178250,80
720,black,black,178330,10
721,red,red,178320,20
722,black,black,178300,40
723,red,red,178260,80
724,black,black,178180,160
725,black,black,178340,10
726,black,black,178350,10
727,red,red,178340,20
728,red,red,178360,10
729,red,red,178370,10
730,red,red,178380,10
731,red,red,178390,10
732,red,red,178400,10
733,red,red,178410,10
734,black,black,178400,20
735,red,red,178380,40
736,black,black,178340,80
737,red,red,178260,160
738,black,black,178100,320
739,red,red,177780,640
740,black,black,177140,1280
741,black,black,178420,10
742,black,black,178430,10
743,red,red,178420,20
744,red,red,178440,10
745,black,black,178430,20
746,red,red,178410,40
747,black,black,178370,80
748,black,black,178450,10
749,black,black,178460,10
750,black,black,178470,10
751,black,black,178480,10
752,red,red,178470,20
753,red,red,178490,10
754,black,black,178480,20
755,red,red,178460,40
756,black,black,178420,80
757,red,red,178340,160
758,black,black,178180,320
759,red,red,177860,640
760,red,red,178500,10
761,black,black,178490,20
762,red,red,178470,40
763,red,red,178510,10
764,red,red,178520,10
765,red,red,178530,10
766,black,black,178520,20
767,black,black,178540,10
768,black,black,178550,10
769,red,red,178540,20
770,red,red,178560,10
771,black,black,178550,20
772,red,red,178530,40
773,red,red,178570,10
774,green,none,178560,20
775,red,red,178560,20
776,black,black,178540,40
777,red,red,178500,80
778,green,none,178420,160
779,black,black,178420,160
780,black,black,178580,10
781,red,red,178570,20
782,red,red,178590,10
783,black,black,178580,20
784,black,black,178600,10
785,red,red,178590,20
786,red,red,178610,10
787,black,black,178600,20
788,black,black,178620,10
789,black,black,178630,10
790,black,black,178640,10
791,black,black,178650,10
792,black,black,178660,10
793,black,black,178670,10
794,red,red,178660,20
795,black,black,178640,40
796,black,black,178680,10
797,red,red,178670,20
798,black,black,178650,40
799,red,red,178610,80
800,red,red,178690,10
801,black,black,178680,20
802,red,red,178660,40
803,red,red,178700,10
804,red,red,178710,10
805,red,red,178720,10
806,black,black,178710,20
807,black,black,178730,10
808,red,red,178720,20
809,red,red,178740,10
810,black,black,178730,20
811,black,black,178750,10
812,red,red,178740,20
813,black,black,178720,40
814,red,red,178680,80
815,black,black,178600,160
816,red,red,178440,320
817,red,red,178760,10
818,red,red,178770,10
819,black,black,178760,20
820,red,red,178740,40
821,red,red,178780,10
822,black,black,178770,20
823,red,red,178750,40
824,black,black,178710,80
825,black,black,178790,10
826,red,red,178780,20
827,red,red,178800,10
828,red,red,178810,10
829,black,black,178800,20
830,black,black,178820,10
831,red,red,178810,20
832,red,red,178830,10
833,red,red,178840,10
834,red,red,178850,10
835,black,black,178840,20
836,black,black,178860,10
837,red,red,178850,20
838,red,red,178870,10
839,black,black,178860,20
840,black,black,178880,10
841,red,red,178870,20
842,red,red,178890,10
843,red,red,178900,10
844,black,black,178890,20
845,black,black,178910,10
846,red,red,178900,20
847,red,red,178920,10
848,red,red,178930,10
849,red,red,178940,10
850,black,black,178930,20
851,black,black,178950,10
852,black,black,178960,10
853,black,black,178970,10
854,red,red,178960,20
855,red,red,178980,10
856,black,black,178970,20
857,black,black,178990,10
858,black,black,179000,10
859,red,red,178990,20
860,black,black,178970,40
861,black,black,179010,10
862,black,black,179020,10
863,black,black,179030,10
864,red,red,179020,20
865,red,red,179040,10
866,black,black,179030,20
867,black,black,179050,10
868,black,black,179060,10
869,black,black,179070,10
870,red,red,179060,20
871,red,red,179080,10
872,red,red,179090,10
873,red,red,179100,10
874,black,black,179090,20
875,red,red,179070,40
876,red,red,179110,10
877,black,black,179100,20
878,red,red,179080,40
879,red,red,179120,10
880,black,black,179110,20
881,red,red,179090,40
882,black,black,179050,80
883,black,black,179130,10
884,red,red,179120,20
885,red,red,179140,10
886,black,black,179130,20
887,black,black,179150,10
888,black,black,179160,10
889,red,red,179150,20
890,black,black,179130,40
891,black,black,179170,10
892,red,red,179160,20
893,black,black,179140,40
894,black,black,179180,10
895,black,black,179190,10
896,black,black,179200,10
897,black,black,179210,10
898,black,black,179220,10
899,red,red,179210,20
900,black,black,179190,40
901,black,black,179230,10
902,black,black,179240,10
903,red,red,179230,20
904,red,red,179250,10
905,red,red,179260,10
906,black,black,179250,20
907,red,red,179230,40
908,black,black,179190,80
909,black,black,179270,10
910,black,black,179280,10
911,red,red,179270,20
912,red,red,179290,10
913,red,red,179300,10
914,black,black,179290,20
915,red,red,179270,40
916,red,red,179310,10
917,red,red,179320,10
918,red,red,179330,10
919,black,black,179320,20
920,red,red,179300,40
921,red,red,179340,10
922,black,black,179330,20
923,black,black,179350,10
924,black,black,179360,10
925,red,red,179350,20
926,red,red,179370,10
927,red,red,179380,10
928,black,black,179370,20
929,red,red,179350,40
930,black,black,179310,80
931,red,red,179230,160
932,black,black,179070,320
933,black,black,179390,10
934,red,red,179380,20
935,black,black,179360,40
936,black,black,179400,10
937,black,black,179410,10
938,red,red,179400,20
939,black,black,179380,40
940,black,black,179420,10
941,black,black,179430,10
942,red,red,179420,20
943,red,red,179440,10
944,red,red,179450,10
945,red,red,179460,10
946,red,red,179470,10
947,red,red,179480,10
948,red,red,179490,10
949,red,red,179500,10
950,black,black,179490,20
951,black,black,179510,10
952,black,black,179520,10
953,black,black,179530,10
954,red,red,179520,20
955,red,red,179540,10
956,black,black,179530,20
957,black,black,179550,10
958,red,red,179540,20
959,black,black,179520,40
960,red,red,179480,80
961,black,black,179400,160
962,green,none,179240,320
963,red,red,179240,320
964,red,red,179560,10
965,black,black,179550,20
966,black,black,179570,10
967,red,red,179560,20
968,red,red,179580,10
969,black,black,179570,20
970,black,black,179590,10
971,green,none,179580,20
972,black,black,179580,20
973,red,red,179560,40
974,black,black,179520,80
975,red,red,179440,160
976,red,red,179600,10
977,black,black,179590,20
978,black,black,179610,10
979,red,red,179600,20
980,red,red,179620,10
981,black,black,179610,20
982,black,black,179630,10
983,red,red,179620,20
984,red,red,179640,10
985,black,black,179630,20
986,red,red,179610,40
987,green,none,179570,80
988,red,red,179570,80
989,red,red,179650,10
990,black,black,179640,20
991,red,red,179620,40
992,black,black,179580,80
993,black,black,179660,10
994,red,red,179650,20
995,red,red,179670,10
996,black,black,179660,20
997,black,black,179680,10
998,black,black,179690,10
999,red,red,179680,20
1000,black,black,179660,40
1001,red,red,179620,80
1002,black,black,179540,160
1003,black,black,179700,10
1004,red,red,179690,20
1005,red,red,179710,10
1006,black,black,179700,20
1007,black,black,179720,10
1008,red,red,179710,20
1009,red,red,179730,10
1010,black,black,179720,20
1011,red,red,179700,40
1012,red,red,179740,10
1013,red,red,179750,10
1014,green,none,179740,20
1015,black,black,179740,20
1016,black,black,179760,10
1017,black,black,179770,10
1018,red,red,179760,20
1019,black,black,179740,40
1020,black,black,179780,10
1021,black,black,179790,10
1022,red,red,179780,20
1023,red,red,179800,10
1024,red,red,179810,10
1025,red,red,179820,10
1026,black,black,179810,20
1027,red,red,179790,40
1028,black,black,179750,80
1029,red,red,179670,160
1030,black,black,179510,320
1031,red,red,179190,640
1032,black,black,178550,1280
1033,black,black,179830,10
1034,black,black,179840,10
1035,red,red,179830,20
1036,black,black,179810,40
1037,red,red,179770,80
1038,black,black,179690,160
1039,black,black,179850,10
1040,red,red,179840,20
1041,black,black,179820,40
1042,red,red,179780,80
1043,red,red,179860,10
1044,red,red,179870,10
1045,black,black,179860,20
1046,red,red,179840,40
1047,black,black,179800,80
1048,black,black,179880,10
1049,red,red,179870,20
1050,black,black,179850,40
1051,red,red,179810,80
1052,black,black,179730,160
1053,red,red,179570,320
1054,red,red,179890,10
1055,red,red,179900,10
1056,red,red,179910,10
1057,red,red,179920,10
1058,red,red,179930,10
1059,red,red,179940,10
1060,black,black,179930,20
1061,red,red,179910,40
1062,red,red,179950,10
1063,red,red,179960,10
1064,red,red,179970,10
1065,black,black,179960,20
1066,red,red,179940,40
1067,black,black,179900,80
1068,black,black,179980,10
1069,black,black,179990,10
1070,black,black,180000,10
1071,red,red,179990,20
1072,red,red,180010,10
1073,red,red,180020,10
1074,black,black,180010,20
1075,red,red,179990,40
1076,black,black,179950,80
1077,black,black,180030,10
1078,red,red,180020,20
1079,black,black,180000,40
1080,black,black,180040,10
1081,black,black,180050,10
1082,black,black,180060,10
1083,red,red,180050,20
1084,black,black,180030,40
1085,red,red,179990,80
1086,red,red,180070,10
1087,red,red,180080,10
1088,black,black,180070,20
1089,red,red,180050,40
1090,black,black,180010,80
1091,red,red,179930,160
1092,red,red,180090,10
1093,red,red,180100,10
1094,black,black,180090,20
1095,red,red,180070,40
1096,red,red,180110,10
1097,black,black,180100,20
1098,red,red,180080,40
1099,red,red,180120,10
1100,black,black,180110,20
1101,black,black,180130,10
1102,black,black,180140,10
1103,red,red,180130,20
1104,red,red,180150,10
1105,black,black,180140,20
1106,black,black,180160,10
1107,black,black,180170,10
1108,red,red,180160,20
1109,black,black,180140,40
1110,black,black,180180,10
1111,black,black,180190,10
1112,red,red,180180,20
1113,black,black,180160,40
1114,red,red,180120,80
1115,red,red,180200,10
1116,red,red,180210,10
1117,black,black,180200,20
1118,red,red,180180,40
1119,black,black,180140,80
1120,black,black,180220,10
1121,black,black,180230,10
1122,red,red,180220,20
1123,red,red,180240,10
1124,black,black,180230,20
1125,black,black,180250,10
1126,black,black,180260,10
1127,black,black,180270,10
1128,black,black,180280,10
1129,black,black,180290,10
1130,black,black,180300,10
1131,black,black,180310,10
1132,red,red,180300,20
1133,black,black,180280,40
1134,red,red,180240,80
1135,red,red,180320,10
1136,black,black,180310,20
1137,red,red,180290,40
1138,red,red,180330,10
1139,black,black,180320,20
1140,black,black,180340,10
1141,red,red,180330,20
1142,red,red,180350,10
1143,red,red,180360,10
1144,red,red,180370,10
1145,black,black,180360,20
1146,black,black,180380,10
1147,black,black,180390,10
1148,black,black,180400,10
1149,black,black,180410,10
1150,black,black,180420,10
1151,red,red,180410,20
1152,black,black,180390,40
1153,black,black,180430,10
1154,black,black,180440,10
1155,black,black,180450,10
1156,red,red,180440,20
1157,red,red,180460,10
1158,red,red,180470,10
1159,black,black,180460,20
1160,black,black,180480,10
1161,black,black,180490,10
1162,red,red,180480,20
1163,red,red,180500,10
1164,red,red,180510,10
1165,black,black,180500,20
1166,red,red,180480,40
1167,red,red,180520,10
1168,black,black,180510,20
1169,black,black,180530,10
1170,green,none,180520,20
1171,black,black,180520,20
1172,red,red,180500,40
1173,black,black,180460,80
1174,black,black,180540,10
1175,black,black,180550,10
1176,red,red,180540,20
1177,black,black,180520,40
1178,black,black,180560,10
1179,red,red,180550,20
1180,black,black,180530,40
1181,red,red,180490,80
1182,red,red,180570,10
1183,red,red,180580,10
1184,green,none,180570,20
1185,red,red,180570,20
1186,red,red,180590,10
1187,black,black,180580,20
1188,black,black,180600,10
1189,black,black,180610,10
1190,red,red,180600,20
1191,black,black,180580,40
1192,black,black,180620,10
1193,red,red,180610,20
1194,green,none,180590,40
1195,red,red,180590,40
1196,red,red,180630,10
1197,red,red,180640,10
1198,red,red,180650,10
1199,red,red,180660,10
1200,black,black,180650,20
1201,red,red,180630,40
1202,black,black,180590,80
1203,black,black,180670,10
1204,red,red,180660,20
1205,black,black,180640,40
1206,black,black,180680,10
1207,red,red,180670,20
1208,red,red,180690,10
1209,black,black,180680,20
1210,red,red,180660,40
1211,black,black,180620,80
1212,black,black,180700,10
1213,black,black,180710,10
1214,black,black,180720,10
1215,red,red,180710,20
1216,black,black,180690,40
1217,red,red,180650,80
1218,red,red,180730,10
1219,red,red,180740,10
1220,red,red,180750,10
1221,red,red,180760,10
1222,red,red,180770,10
1223,black,black,180760,20
1224,black,black,180780,10
1225,black,black,180790,10
1226,black,black,180800,10
1227,red,red,180790,20
1228,red,red,180810,10
1229,red,red,180820,10
1230,red,red,180830,10
1231,black,black,180820,20
1232,red,red,180800,40
1233,red,red,180840,10
1234,black,black,180830,20
1235,red,red,180810,40
1236,red,red,180850,10
1237,black,black,180840,20
1238,black,black,180860,10
1239,red,red,180850,20
1240,black,black,180830,40
1241,black,black,180870,10
1242,red,red,180860,20
1243,red,red,180880,10
1244,black,black,180870,20
1245,black,black,180890,10
1246,red,red,180880,20
1247,black,black,180860,40
1248,black,black,180900,10
1249,red,red,180890,20
1250,black,black,180870,40
1251,black,black,180910,10
1252,black,black,180920,10
1253,red,red,180910,20
1254,black,black,180890,40
1255,black,black,180930,10
1256,red,red,180920,20
1257,black,black,180900,40
1258,red,red,180860,80
1259,red,red,180940,10
1260,black,black,180930,20
1261,black,black,180950,10
1262,red,red,180940,20
1263,red,red,180960,10
1264,red,red,180970,10
1265,red,red,180980,10
1266,black,black,180970,20
1267,black,black,180990,10
1268,black,black,181000,10
1269,black,black,181010,10
1270,red,red,181000,20
1271,black,black,180980,40
1272,red,red,180940,80
1273,red,red,181020,10
1274,red,red,181030,10
1275,black,black,181020,20
1276,red,red,181000,40
1277,red,red,181040,10
1278,black,black,181030,20
1279,black,black,181050,10
1280,red,red,181040,20
1281,red,red,181060,10
1282,red,red,181070,10
1283,red,red,181080,10
1284,black,black,181070,20
1285,black,black,181090,10
1286,red,red,181080,20
1287,black,black,181060,40
1288,red,red,181020,80
1289,black,black,180940,160
1290,red,red,180780,320
1291,black,black,180460,640
1292,red,red,179820,1280
1293,black,black,178540,2560
1294,red,red,175980,5120
1295,red,red,181100,10
1296,black,black,181090,20
